episode,epsilon,total_reward,steps,success,wall_hits,penalty_entries,key_obtained,energy_left,end_event
54,0.9966,-214.0,50,0,35,0,0,0,ENERGY_DEPLETED
55,0.9966,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
56,0.9965,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
57,0.9964,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
58,0.9964,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
59,0.9963,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED
60,0.9963,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
61,0.9962,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
62,0.9961,-198.0,50,0,32,0,0,0,ENERGY_DEPLETED
63,0.9961,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
64,0.996,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
65,0.996,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED
66,0.9959,-114.0,50,0,10,0,0,0,ENERGY_DEPLETED
67,0.9958,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
68,0.9958,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
69,0.9957,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
70,0.9956,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
71,0.9956,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
72,0.9955,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
73,0.9955,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
74,0.9954,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
75,0.9953,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
76,0.9953,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
77,0.9952,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
78,0.9951,-210.0,50,0,34,0,0,0,ENERGY_DEPLETED
79,0.9951,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
80,0.995,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
81,0.995,-202.0,50,0,33,0,0,0,ENERGY_DEPLETED
82,0.9949,-76.0,50,0,14,0,1,0,ENERGY_DEPLETED
83,0.9948,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
84,0.9948,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
85,0.9947,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
86,0.9946,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
87,0.9946,-107.0,50,0,7,1,0,0,ENERGY_DEPLETED
88,0.9945,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
89,0.9945,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
90,0.9944,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
91,0.9943,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
92,0.9943,-84.0,50,0,16,0,1,0,ENERGY_DEPLETED
93,0.9942,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
94,0.9942,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED
95,0.9941,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
96,0.994,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
97,0.994,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
98,0.9939,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
99,0.9938,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
100,0.9938,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
101,0.9937,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
102,0.9937,-135.0,50,0,14,1,0,0,ENERGY_DEPLETED
103,0.9936,-226.0,50,0,39,0,0,0,ENERGY_DEPLETED
104,0.9935,-168.0,50,0,11,6,0,0,ENERGY_DEPLETED
105,0.9935,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
106,0.9934,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
107,0.9933,-48.0,50,0,7,0,1,0,ENERGY_DEPLETED
108,0.9933,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
109,0.9932,-202.0,50,0,32,0,0,0,ENERGY_DEPLETED
110,0.9932,-182.0,50,0,28,0,0,0,ENERGY_DEPLETED
111,0.9931,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
112,0.993,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED
113,0.993,-202.0,50,0,32,0,0,0,ENERGY_DEPLETED
114,0.9929,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED
115,0.9928,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
116,0.9928,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
117,0.9927,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
118,0.9927,-182.0,50,0,28,0,0,0,ENERGY_DEPLETED
119,0.9926,-41.0,50,0,3,1,1,0,ENERGY_DEPLETED
120,0.9925,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
121,0.9925,-132.0,50,0,11,2,0,0,ENERGY_DEPLETED
122,0.9924,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
123,0.9924,-135.0,50,0,14,0,0,0,ENERGY_DEPLETED
124,0.9923,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
125,0.9922,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
126,0.9922,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
127,0.9921,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
128,0.992,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
129,0.992,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED
130,0.9919,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
131,0.9919,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
132,0.9918,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED
133,0.9917,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
134,0.9917,-36.0,50,0,4,0,1,0,ENERGY_DEPLETED
135,0.9916,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
136,0.9915,-182.0,50,0,28,0,0,0,ENERGY_DEPLETED
137,0.9915,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
138,0.9914,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
139,0.9914,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
140,0.9913,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
141,0.9912,-198.0,50,0,31,0,0,0,ENERGY_DEPLETED
142,0.9912,-186.0,50,0,28,0,0,0,ENERGY_DEPLETED
143,0.9911,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
144,0.9911,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED
145,0.991,-88.0,50,0,17,0,1,0,ENERGY_DEPLETED
146,0.9909,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
147,0.9909,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
148,0.9908,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
149,0.9907,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
150,0.9907,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
151,0.9906,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
152,0.9906,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
153,0.9905,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
154,0.9904,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
155,0.9904,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
156,0.9903,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
157,0.9902,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
158,0.9902,-127.0,50,0,12,0,0,0,ENERGY_DEPLETED
159,0.9901,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
160,0.9901,-144.0,50,0,14,2,0,0,ENERGY_DEPLETED
161,0.99,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
162,0.9899,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
163,0.9899,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED
164,0.9898,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
165,0.9898,-190.0,50,0,29,0,0,0,ENERGY_DEPLETED
166,0.9897,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
167,0.9896,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
168,0.9896,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
169,0.9895,-198.0,50,0,31,0,0,0,ENERGY_DEPLETED
170,0.9894,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
171,0.9894,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
172,0.9893,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
173,0.9893,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
174,0.9892,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
175,0.9891,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
176,0.9891,-210.0,50,0,34,0,0,0,ENERGY_DEPLETED
177,0.989,-194.0,50,0,30,0,0,0,ENERGY_DEPLETED
178,0.989,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
179,0.9889,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
180,0.9888,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
181,0.9888,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
182,0.9887,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
183,0.9886,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
184,0.9886,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
185,0.9885,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
186,0.9885,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
187,0.9884,-230.0,50,0,39,0,0,0,ENERGY_DEPLETED
188,0.9883,-202.0,50,0,32,0,0,0,ENERGY_DEPLETED
189,0.9883,-143.0,50,0,16,1,0,0,ENERGY_DEPLETED
190,0.9882,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
191,0.9882,-148.0,50,0,15,2,0,0,ENERGY_DEPLETED
192,0.9881,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
193,0.988,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
194,0.988,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
195,0.9879,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED
196,0.9878,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
197,0.9878,-154.0,50,0,20,0,0,0,ENERGY_DEPLETED
198,0.9877,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
199,0.9877,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
200,0.9876,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
201,0.9875,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
202,0.9875,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
203,0.9874,-112.0,50,0,23,0,1,0,ENERGY_DEPLETED
204,0.9873,-166.0,50,0,23,0,0,0,ENERGY_DEPLETED
205,0.9873,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
206,0.9872,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED
207,0.9872,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
208,0.9871,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
209,0.987,-99.0,50,0,5,1,0,0,ENERGY_DEPLETED
210,0.987,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
211,0.9869,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
212,0.9869,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
213,0.9868,-198.0,50,0,32,0,0,0,ENERGY_DEPLETED
214,0.9867,-186.0,50,0,28,0,0,0,ENERGY_DEPLETED
215,0.9867,-182.0,50,0,27,0,0,0,ENERGY_DEPLETED
216,0.9866,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
217,0.9865,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
218,0.9865,-206.0,50,0,34,0,0,0,ENERGY_DEPLETED
219,0.9864,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
220,0.9864,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
221,0.9863,-190.0,50,0,29,0,0,0,ENERGY_DEPLETED
222,0.9862,-114.0,50,0,10,0,0,0,ENERGY_DEPLETED
223,0.9862,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED
224,0.9861,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
225,0.9861,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
226,0.986,-135.0,50,0,14,1,0,0,ENERGY_DEPLETED
227,0.9859,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
228,0.9859,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
229,0.9858,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED
230,0.9857,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED
231,0.9857,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
232,0.9856,-182.0,50,0,27,0,0,0,ENERGY_DEPLETED
233,0.9856,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
234,0.9855,-190.0,50,0,30,0,0,0,ENERGY_DEPLETED
235,0.9854,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
236,0.9854,-190.0,50,0,30,0,0,0,ENERGY_DEPLETED
237,0.9853,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
238,0.9853,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
239,0.9852,-182.0,50,0,27,0,0,0,ENERGY_DEPLETED
240,0.9851,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
241,0.9851,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
242,0.985,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
243,0.9849,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
244,0.9849,-64.0,50,0,11,0,1,0,ENERGY_DEPLETED
245,0.9848,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
246,0.9848,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
247,0.9847,-165.0,50,0,16,3,0,0,ENERGY_DEPLETED
248,0.9846,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
249,0.9846,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
250,0.9845,-169.0,50,0,18,2,0,0,ENERGY_DEPLETED
251,0.9845,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
252,0.9844,-94.0,50,0,14,1,1,0,ENERGY_DEPLETED
253,0.9843,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
254,0.9843,-166.0,50,0,23,0,0,0,ENERGY_DEPLETED
255,0.9842,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
256,0.9841,-198.0,50,0,32,0,0,0,ENERGY_DEPLETED
257,0.9841,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED
258,0.984,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
259,0.984,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
260,0.9839,-166.0,50,0,23,0,0,0,ENERGY_DEPLETED
261,0.9838,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED
262,0.9838,-194.0,50,0,30,0,0,0,ENERGY_DEPLETED
263,0.9837,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
264,0.9837,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
265,0.9836,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
266,0.9835,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
267,0.9835,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
268,0.9834,-202.0,50,0,32,0,0,0,ENERGY_DEPLETED
269,0.9834,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
270,0.9833,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED
271,0.9832,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
272,0.9832,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
273,0.9831,-194.0,50,0,31,0,0,0,ENERGY_DEPLETED
274,0.983,-186.0,50,0,28,0,0,0,ENERGY_DEPLETED
275,0.983,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED
276,0.9829,-170.0,50,0,25,0,0,0,ENERGY_DEPLETED
277,0.9829,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
278,0.9828,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
279,0.9827,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
280,0.9827,-210.0,50,0,35,0,0,0,ENERGY_DEPLETED
281,0.9826,-76.0,50,0,14,0,1,0,ENERGY_DEPLETED
282,0.9826,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
283,0.9825,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
284,0.9824,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
285,0.9824,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
286,0.9823,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
287,0.9822,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
288,0.9822,-112.0,50,0,23,0,1,0,ENERGY_DEPLETED
289,0.9821,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED
290,0.9821,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
291,0.982,-80.0,50,0,15,0,1,0,ENERGY_DEPLETED
292,0.9819,-198.0,50,0,31,0,0,0,ENERGY_DEPLETED
293,0.9819,-154.0,50,0,20,0,0,0,ENERGY_DEPLETED
294,0.9818,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
295,0.9818,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED
296,0.9817,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
297,0.9816,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
298,0.9816,-194.0,50,0,30,0,0,0,ENERGY_DEPLETED
299,0.9815,-182.0,50,0,28,0,0,0,ENERGY_DEPLETED
300,0.9815,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
301,0.9814,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
302,0.9813,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED
303,0.9813,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
304,0.9812,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED
305,0.9811,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
306,0.9811,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
307,0.981,-88.0,50,0,17,0,0,0,ENERGY_DEPLETED
308,0.981,-94.0,50,0,6,0,0,0,ENERGY_DEPLETED
309,0.9809,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
310,0.9808,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
311,0.9808,-178.0,50,0,27,0,0,0,ENERGY_DEPLETED
312,0.9807,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
313,0.9807,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
314,0.9806,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED
315,0.9805,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
316,0.9805,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
317,0.9804,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
318,0.9803,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED
319,0.9803,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
320,0.9802,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED
321,0.9802,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
322,0.9801,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED
323,0.98,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
324,0.98,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED
325,0.9799,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
326,0.9799,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED
327,0.9798,-190.0,50,0,29,0,0,0,ENERGY_DEPLETED
328,0.9797,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
329,0.9797,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
330,0.9796,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
331,0.9796,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
332,0.9795,-194.0,50,0,30,0,0,0,ENERGY_DEPLETED
333,0.9794,-98.0,50,0,6,0,0,0,ENERGY_DEPLETED
334,0.9794,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
335,0.9793,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
336,0.9792,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
337,0.9792,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED
338,0.9791,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED
339,0.9791,-182.0,50,0,28,0,0,0,ENERGY_DEPLETED
340,0.979,-154.0,50,0,20,0,0,0,ENERGY_DEPLETED
341,0.9789,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED
342,0.9789,-206.0,50,0,33,0,0,0,ENERGY_DEPLETED
343,0.9788,-60.0,50,0,10,0,1,0,ENERGY_DEPLETED
344,0.9788,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED
345,0.9787,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
346,0.9786,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED
347,0.9786,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED
348,0.9785,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
349,0.9785,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED
350,0.9784,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
351,0.9783,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED
352,0.9783,-78.0,50,0,10,1,1,0,ENERGY_DEPLETED
353,0.9782,-214.0,50,0,36,0,0,0,ENERGY_DEPLETED
354,0.9781,-170.0,50,0,24,0,0,0,ENERGY_DEPLETED
355,0.9781,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED
356,0.978,-32.0,50,0,3,0,1,0,ENERGY_DEPLETED
357,0.978,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
358,0.9779,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED
359,0.9778,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED
360,0.9778,-194.0,50,0,30,0,0,0,ENERGY_DEPLETED
361,0.9777,-162.0,50,0,13,4,0,0,ENERGY_DEPLETED
362,0.9777,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED
363,0.9776,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED
364,0.9775,-186.0,50,0,29,0,0,0,ENERGY_DEPLETED
365,0.9775,-186.0,50,0,28,0,0,0,ENERGY_DEPLETED
366,0.9774,-174.0,50,0,26,0,0,0,ENERGY_DEPLETED
367,0.9774,-198.0,50,0,31,0,0,0,ENERGY_DEPLETED
368,0.9773,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED
369,0.9772,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
370,0.9772,-198.0,50,0,32,0,0,0,ENERGY_DEPLETED
371,0.9771,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED
372,0.9771,-98.0,50,0,7,0,0,0,ENERGY_DEPLETED
373,0.977,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED
374,0.9769,-178.0,50,0,26,0,0,0,ENERGY_DEPLETED
375,0.9769,-182.0,50,0,27,0,0,0,ENERGY_DEPLETED
